station_id,t,value
0,672,672.0
1,672,0.0
2,672,0.0
3,672,0.0
4,672,0.0
5,672,0.0
6,672,0.0
7,672,0.0
8,672,0.0
9,672,0.0
10,672,0.0
11,672,0.0
12,672,0.0
13,672,0.0
14,672,0.0
15,672,0.0
16,672,0.0
17,672,0.0
18,672,0.0
19,672,0.0
20,672,0.0
21,672,0.0
22,672,0.0
23,672,0.0
24,672,0.0
25,672,0.0
26,672,0.0
27,672,0.0
28,672,0.0
29,672,0.0
30,672,0.0
31,672,0.0
32,672,0.0
33,672,0.0
34,672,0.0
35,672,0.0
36,672,0.0
37,672,0.0
38,672,0.0
39,672,0.0
40,672,0.0
41,672,0.0
42,672,0.0
43,672,0.0
44,672,0.0
45,672,0.0
46,672,0.0
47,672,0.0
48,672,0.0
49,672,0.0
50,672,0.0
51,672,0.0
52,672,0.0
53,672,0.0
54,672,0.0
55,672,0.0
56,672,0.0
57,672,0.0
58,672,0.0
59,672,0.0
60,672,0.0
61,672,0.0
62,672,0.0
63,672,0.0
64,672,0.0
65,672,0.0
66,672,0.0
67,672,0.0
68,672,0.0
69,672,0.0
70,672,0.0
71,672,0.0
72,672,0.0
73,672,0.0
74,672,0.0
75,672,0.0
76,672,0.0
77,672,0.0
78,672,0.0
79,672,0.0
80,672,0.0
81,672,0.0
82,672,0.0
83,672,0.0
84,672,0.0
85,672,0.0
86,672,0.0
87,672,0.0
88,672,0.0
89,672,0.0
90,672,0.0
91,672,0.0
92,672,0.0
93,672,0.0
94,672,0.0
95,672,0.0
96,672,0.0
97,672,0.0
98,672,0.0
99,672,0.0
100,672,0.0
101,672,0.0
102,672,0.0
103,672,0.0
104,672,0.0
105,672,0.0
106,672,0.0
107,672,0.0
108,672,0.0
109,672,0.0
110,672,0.0
111,672,0.0
112,672,0.0
113,672,0.0
114,672,0.0
115,672,0.0
116,672,0.0
117,672,0.0
118,672,0.0
119,672,0.0
120,672,0.0
121,672,0.0
122,672,0.0
123,672,0.0
124,672,0.0
125,672,0.0
126,672,0.0
127,672,0.0
128,672,0.0
129,672,0.0
130,672,0.0
131,672,0.0
132,672,0.0
133,672,0.0
134,672,0.0
135,672,0.0
136,672,0.0
137,672,0.0
138,672,0.0
139,672,0.0
140,672,0.0
141,672,0.0
142,672,0.0
143,672,0.0
144,672,0.0
145,672,0.0
146,672,0.0
147,672,0.0
148,672,0.0
149,672,0.0
150,672,0.0
151,672,0.0
152,672,0.0
153,672,0.0
154,672,0.0
155,672,0.0
156,672,0.0
157,672,0.0
158,672,0.0
159,672,0.0
160,672,0.0
161,672,0.0
162,672,0.0
163,672,0.0
164,672,0.0
165,672,0.0
166,672,0.0
167,672,0.0
168,672,0.0
169,672,0.0
170,672,0.0
171,672,0.0
172,672,0.0
173,672,0.0
174,672,0.0
175,672,0.0
176,672,0.0
177,672,0.0
178,672,0.0
179,672,0.0
180,672,0.0
181,672,0.0
182,672,0.0
183,672,0.0
184,672,0.0
185,672,0.0
186,672,0.0
187,672,0.0
188,672,0.0
189,672,0.0
190,672,0.0
191,672,0.0
192,672,0.0
193,672,0.0
194,672,0.0
195,672,0.0
196,672,0.0
197,672,0.0
198,672,0.0
199,672,0.0
200,672,0.0
201,672,0.0
202,672,0.0
203,672,0.0
204,672,0.0
205,672,0.0
206,672,0.0
207,672,0.0
208,672,0.0
209,672,0.0
210,672,0.0
211,672,0.0
212,672,0.0
213,672,0.0
214,672,0.0
215,672,0.0
216,672,0.0
217,672,0.0
218,672,0.0
219,672,0.0
220,672,0.0
221,672,0.0
222,672,0.0
223,672,0.0
224,672,0.0
225,672,0.0
226,672,0.0
227,672,0.0
228,672,0.0
229,672,0.0
230,672,0.0
231,672,0.0
232,672,0.0
233,672,0.0
234,672,0.0
235,672,0.0
236,672,0.0
237,672,0.0
238,672,0.0
239,672,0.0
240,672,0.0
241,672,0.0
242,672,0.1301575
243,672,0.0
244,672,0.0
245,672,0.0
246,672,0.0
247,672,0.0
248,672,0.0
249,672,0.0
250,672,0.0
251,672,0.0
252,672,0.0
253,672,0.0
254,672,0.0
255,672,0.0
256,672,0.0
257,672,0.0
258,672,0.0
259,672,0.0
260,672,0.0
